Batch Resp Statistics,Batches >=005000ms & <010000ms,gauge,BatchRespStatistics_Batches_ge_005000ms_lt_010000ms
Batch Resp Statistics,Batches >=010000ms & <020000ms,gauge,BatchRespStatistics_Batches_ge_010000ms_lt_020000ms
Batch Resp Statistics,Batches >=020000ms & <050000ms,gauge,BatchRespStatistics_Batches_ge_020000ms_lt_050000ms
Batch Resp Statistics,Batches >=050000ms & <100000ms,gauge,BatchRespStatistics_Batches_ge_050000ms_lt_100000ms
Batch Resp Statistics,Batches >=100000ms,gauge,BatchRespStatistics_Batches_ge_100000ms
Broker Activation,Stored Procedures Invoked/sec,counter,BrokerActivation_StoredProceduresInvoked_over_sec
Broker Activation,Task Limit Reached,gauge,BrokerActivation_TaskLimitReached
Broker Activation,Task Limit Reached/sec,counter,BrokerActivation_TaskLimitReached_over_sec
Broker Activation,Tasks Aborted/sec,counter,BrokerActivation_TasksAborted_over_sec
Broker Activation,Tasks Running,gauge,BrokerActivation_TasksRunning
Broker Activation,Tasks Started/sec,counter,BrokerActivation_TasksStarted_over_sec
Broker Statistics,Activation Errors Total,gauge,BrokerStatistics_ActivationErrorsTotal
Broker Statistics,Broker Transaction Rollbacks,gauge,BrokerStatistics_BrokerTransactionRollbacks
Broker Statistics,Corrupted Messages Total,gauge,BrokerStatistics_CorruptedMessagesTotal
Broker Statistics,Dequeued TransmissionQ Msgs/sec,counter,BrokerStatistics_DequeuedTransmissionQMsgs_over_sec
Broker Statistics,Dialog Timer Event Count,gauge,BrokerStatistics_DialogTimerEventCount
Broker Statistics,Dropped Messages Total,gauge,BrokerStatistics_DroppedMessagesTotal
Broker Statistics,Enqueued Local Messages Total,gauge,BrokerStatistics_EnqueuedLocalMessagesTotal
Broker Statistics,Enqueued Local Messages/sec,counter,BrokerStatistics_EnqueuedLocalMessages_over_sec
Broker Statistics,Enqueued Messages Total,gauge,BrokerStatistics_EnqueuedMessagesTotal
Broker Statistics,Enqueued Messages/sec,counter,BrokerStatistics_EnqueuedMessages_over_sec
Broker Statistics,Enqueued P1 Messages/sec,counter,BrokerStatistics_EnqueuedP1Messages_over_sec
Broker Statistics,Enqueued P10 Messages/sec,counter,BrokerStatistics_EnqueuedP10Messages_over_sec
Broker Statistics,Enqueued P2 Messages/sec,counter,BrokerStatistics_EnqueuedP2Messages_over_sec
Broker Statistics,Enqueued P3 Messages/sec,counter,BrokerStatistics_EnqueuedP3Messages_over_sec
Broker Statistics,Enqueued P4 Messages/sec,counter,BrokerStatistics_EnqueuedP4Messages_over_sec
Broker Statistics,Enqueued P5 Messages/sec,counter,BrokerStatistics_EnqueuedP5Messages_over_sec
Broker Statistics,Enqueued P6 Messages/sec,counter,BrokerStatistics_EnqueuedP6Messages_over_sec
Broker Statistics,Enqueued P7 Messages/sec,counter,BrokerStatistics_EnqueuedP7Messages_over_sec
Broker Statistics,Enqueued P8 Messages/sec,counter,BrokerStatistics_EnqueuedP8Messages_over_sec
Broker Statistics,Enqueued P9 Messages/sec,counter,BrokerStatistics_EnqueuedP9Messages_over_sec
Broker Statistics,Enqueued TransmissionQ Msgs/sec,counter,BrokerStatistics_EnqueuedTransmissionQMsgs_over_sec
Broker Statistics,Enqueued Transport Msg Frag Tot,gauge,BrokerStatistics_EnqueuedTransportMsgFragTot
Broker Statistics,Enqueued Transport Msg Frags/sec,counter,BrokerStatistics_EnqueuedTransportMsgFrags_over_sec
Broker Statistics,Enqueued Transport Msgs Total,gauge,BrokerStatistics_EnqueuedTransportMsgsTotal
Broker Statistics,Enqueued Transport Msgs/sec,counter,BrokerStatistics_EnqueuedTransportMsgs_over_sec
Broker Statistics,Forwarded Messages Total,gauge,BrokerStatistics_ForwardedMessagesTotal
Broker Statistics,Forwarded Messages/sec,counter,BrokerStatistics_ForwardedMessages_over_sec
Broker Statistics,Forwarded Msg Byte Total,gauge,BrokerStatistics_ForwardedMsgByteTotal
Broker Statistics,Forwarded Msg Bytes/sec,counter,BrokerStatistics_ForwardedMsgBytes_over_sec
Broker Statistics,Forwarded Msg Discarded Total,gauge,BrokerStatistics_ForwardedMsgDiscardedTotal
Broker Statistics,Forwarded Msgs Discarded/sec,counter,BrokerStatistics_ForwardedMsgsDiscarded_over_sec
Broker Statistics,Forwarded Pending Msg Bytes,gauge,BrokerStatistics_ForwardedPendingMsgBytes
Broker Statistics,Forwarded Pending Msg Count,gauge,BrokerStatistics_ForwardedPendingMsgCount
Broker Statistics,SQL RECEIVE Total,gauge,BrokerStatistics_SQLRECEIVETotal
Broker Statistics,SQL RECEIVEs/sec,counter,BrokerStatistics_SQLRECEIVEs_over_sec
Broker Statistics,SQL SEND Total,gauge,BrokerStatistics_SQLSENDTotal
Broker Statistics,SQL SENDs/sec,counter,BrokerStatistics_SQLSENDs_over_sec
Broker TO Statistics,Avg. Length of Batched Writes,gauge,BrokerTOStatistics_Avg_LengthofBatchedWrites
Broker TO Statistics,Avg. Length of Batched Writes BS,gauge,BrokerTOStatistics_Avg_LengthofBatchedWritesBS
Broker TO Statistics,Avg. Time Between Batches (ms),gauge,BrokerTOStatistics_Avg_TimeBetweenBatches_ms
Broker TO Statistics,Avg. Time Between Batches Base,gauge,BrokerTOStatistics_Avg_TimeBetweenBatchesBase
Broker TO Statistics,Avg. Time to Write Batch (ms),gauge,BrokerTOStatistics_Avg_TimetoWriteBatch_ms
Broker TO Statistics,Avg. Time to Write Batch Base,gauge,BrokerTOStatistics_Avg_TimetoWriteBatchBase
Broker TO Statistics,Transmission Obj Gets/Sec,counter,BrokerTOStatistics_TransmissionObjGets_over_Sec
Broker TO Statistics,Transmission Obj Set Dirty/Sec,counter,BrokerTOStatistics_TransmissionObjSetDirty_over_Sec
Broker TO Statistics,Transmission Obj Writes/Sec,counter,BrokerTOStatistics_TransmissionObjWrites_over_Sec
Broker/DBM Transport,Current Bytes for Recv I/O,gauge,Broker_over_DBMTransport_CurrentBytesforRecvI_over_O
Broker/DBM Transport,Current Bytes for Send I/O,gauge,Broker_over_DBMTransport_CurrentBytesforSendI_over_O
Broker/DBM Transport,Current Msg Frags for Send I/O,gauge,Broker_over_DBMTransport_CurrentMsgFragsforSendI_over_O
Broker/DBM Transport,Decrypted I/O bytes/sec,counter,Broker_over_DBMTransport_DecryptedI_over_Obytes_over_sec
Broker/DBM Transport,Decryption I/Os/sec,counter,Broker_over_DBMTransport_DecryptionI_over_Os_over_sec
Broker/DBM Transport,Encrypted I/O bytes/sec,counter,Broker_over_DBMTransport_EncryptedI_over_Obytes_over_sec
Broker/DBM Transport,Encryption I/Os/sec,counter,Broker_over_DBMTransport_EncryptionI_over_Os_over_sec
Broker/DBM Transport,Message Fragment P1 Sends/sec,counter,Broker_over_DBMTransport_MessageFragmentP1Sends_over_sec
Broker/DBM Transport,Message Fragment P10 Sends/sec,counter,Broker_over_DBMTransport_MessageFragmentP10Sends_over_sec
Broker/DBM Transport,Message Fragment P2 Sends/sec,counter,Broker_over_DBMTransport_MessageFragmentP2Sends_over_sec
Broker/DBM Transport,Message Fragment P3 Sends/sec,counter,Broker_over_DBMTransport_MessageFragmentP3Sends_over_sec
Broker/DBM Transport,Message Fragment P4 Sends/sec,counter,Broker_over_DBMTransport_MessageFragmentP4Sends_over_sec
Broker/DBM Transport,Message Fragment P5 Sends/sec,counter,Broker_over_DBMTransport_MessageFragmentP5Sends_over_sec
Broker/DBM Transport,Message Fragment P6 Sends/sec,counter,Broker_over_DBMTransport_MessageFragmentP6Sends_over_sec
Broker/DBM Transport,Message Fragment P7 Sends/sec,counter,Broker_over_DBMTransport_MessageFragmentP7Sends_over_sec
Broker/DBM Transport,Message Fragment P8 Sends/sec,counter,Broker_over_DBMTransport_MessageFragmentP8Sends_over_sec
Broker/DBM Transport,Message Fragment P9 Sends/sec,counter,Broker_over_DBMTransport_MessageFragmentP9Sends_over_sec
Broker/DBM Transport,Message Fragment Receives/sec,counter,Broker_over_DBMTransport_MessageFragmentReceives_over_sec
Broker/DBM Transport,Message Fragment Sends/sec,counter,Broker_over_DBMTransport_MessageFragmentSends_over_sec
Broker/DBM Transport,Msg Fragment Recv Size Avg,gauge,Broker_over_DBMTransport_MsgFragmentRecvSizeAvg
Broker/DBM Transport,Msg Fragment Recv Size Avg Base,gauge,Broker_over_DBMTransport_MsgFragmentRecvSizeAvgBase
Broker/DBM Transport,Msg Fragment Send Size Avg,gauge,Broker_over_DBMTransport_MsgFragmentSendSizeAvg
Broker/DBM Transport,Msg Fragment Send Size Avg Base,gauge,Broker_over_DBMTransport_MsgFragmentSendSizeAvgBase
Broker/DBM Transport,Open Connection Count,gauge,Broker_over_DBMTransport_OpenConnectionCount
Broker/DBM Transport,Pending Bytes for Recv I/O,gauge,Broker_over_DBMTransport_PendingBytesforRecvI_over_O
Broker/DBM Transport,Pending Bytes for Send I/O,gauge,Broker_over_DBMTransport_PendingBytesforSendI_over_O
Broker/DBM Transport,Pending Msg Frags for Recv I/O,gauge,Broker_over_DBMTransport_PendingMsgFragsforRecvI_over_O
Broker/DBM Transport,Pending Msg Frags for Send I/O,gauge,Broker_over_DBMTransport_PendingMsgFragsforSendI_over_O
Broker/DBM Transport,Receive Flow Control Enters/sec,counter,Broker_over_DBMTransport_ReceiveFlowControlEnters_over_sec
Broker/DBM Transport,Receive Flow Control Exits/sec,counter,Broker_over_DBMTransport_ReceiveFlowControlExits_over_sec
Broker/DBM Transport,Receive Flow Control Gate,gauge,Broker_over_DBMTransport_ReceiveFlowControlGate
Broker/DBM Transport,Receive I/O bytes/sec,counter,Broker_over_DBMTransport_ReceiveI_over_Obytes_over_sec
Broker/DBM Transport,Receive I/O Len Avg,gauge,Broker_over_DBMTransport_ReceiveI_over_OLenAvg
Broker/DBM Transport,Receive I/O Len Avg Base,gauge,Broker_over_DBMTransport_ReceiveI_over_OLenAvgBase
Broker/DBM Transport,Receive I/Os/sec,counter,Broker_over_DBMTransport_ReceiveI_over_Os_over_sec
Broker/DBM Transport,Recv I/O Buffer Copies bytes/sec,counter,Broker_over_DBMTransport_RecvI_over_OBufferCopiesbytes_over_sec
Broker/DBM Transport,Recv I/O Buffer Copies Count,gauge,Broker_over_DBMTransport_RecvI_over_OBufferCopiesCount
Broker/DBM Transport,Send Flow Control Enters/sec,counter,Broker_over_DBMTransport_SendFlowControlEnters_over_sec
Broker/DBM Transport,Send Flow Control Exits/sec,counter,Broker_over_DBMTransport_SendFlowControlExits_over_sec
Broker/DBM Transport,Send Flow Control Gate,gauge,Broker_over_DBMTransport_SendFlowControlGate
Broker/DBM Transport,Send I/O bytes/sec,counter,Broker_over_DBMTransport_SendI_over_Obytes_over_sec
Broker/DBM Transport,Send I/O Len Avg,gauge,Broker_over_DBMTransport_SendI_over_OLenAvg
Broker/DBM Transport,Send I/O Len Avg Base,gauge,Broker_over_DBMTransport_SendI_over_OLenAvgBase
Broker/DBM Transport,Send I/Os/sec,counter,Broker_over_DBMTransport_SendI_over_Os_over_sec
Buffer Manager,Background writer pages/sec,counter,BufferManager_Backgroundwriterpages_over_sec
Buffer Manager,Buffer cache hit ratio,gauge,BufferManager_Buffercachehitratio
Buffer Manager,Buffer cache hit ratio base,gauge,BufferManager_Buffercachehitratiobase
Buffer Manager,Checkpoint pages/sec,counter,BufferManager_Checkpointpages_over_sec
Buffer Manager,Database pages,gauge,BufferManager_Databasepages
Buffer Manager,Extension allocated pages,gauge,BufferManager_Extensionallocatedpages
Buffer Manager,Extension free pages,gauge,BufferManager_Extensionfreepages
Buffer Manager,Extension in use as percentage,gauge,BufferManager_Extensioninuseaspercentage
Buffer Manager,Extension outstanding IO counter,gauge,BufferManager_ExtensionoutstandingIOcounter
Buffer Manager,Extension page evictions/sec,counter,BufferManager_Extensionpageevictions_over_sec
Buffer Manager,Extension page reads/sec,counter,BufferManager_Extensionpagereads_over_sec
Buffer Manager,Extension page unreferenced time,gauge,BufferManager_Extensionpageunreferencedtime
Buffer Manager,Extension page writes/sec,counter,BufferManager_Extensionpagewrites_over_sec
Buffer Manager,Free list stalls/sec,counter,BufferManager_Freeliststalls_over_sec
Buffer Manager,Integral Controller Slope,gauge,BufferManager_IntegralControllerSlope
Buffer Manager,Lazy writes/sec,counter,BufferManager_Lazywrites_over_sec
Buffer Manager,Page life expectancy,gauge,BufferManager_Pagelifeexpectancy
Buffer Manager,Page lookups/sec,counter,BufferManager_Pagelookups_over_sec
Buffer Manager,Page reads/sec,counter,BufferManager_Pagereads_over_sec
Buffer Manager,Page writes/sec,counter,BufferManager_Pagewrites_over_sec
Buffer Manager,Readahead pages/sec,counter,BufferManager_Readaheadpages_over_sec
Buffer Manager,Readahead time/sec,counter,BufferManager_Readaheadtime_over_sec
Buffer Manager,Target pages,gauge,BufferManager_Targetpages
Buffer Node,Database pages,gauge,BufferNode_Databasepages
Buffer Node,Local node page lookups/sec,counter,BufferNode_Localnodepagelookups_over_sec
Buffer Node,Page life expectancy,gauge,BufferNode_Pagelifeexpectancy
Buffer Node,Remote node page lookups/sec,counter,BufferNode_Remotenodepagelookups_over_sec
Catalog Metadata,Cache Entries Count,gauge,CatalogMetadata_CacheEntriesCount
Catalog Metadata,Cache Entries Pinned Count,gauge,CatalogMetadata_CacheEntriesPinnedCount
Catalog Metadata,Cache Hit Ratio,gauge,CatalogMetadata_CacheHitRatio
Catalog Metadata,Cache Hit Ratio Base,gauge,CatalogMetadata_CacheHitRatioBase
CLR,CLR Execution,gauge,CLR_CLRExecution
Columnstore,Delta Rowgroups Closed,gauge,Columnstore_DeltaRowgroupsClosed
Columnstore,Delta Rowgroups Compressed,gauge,Columnstore_DeltaRowgroupsCompressed
Columnstore,Delta Rowgroups Created,gauge,Columnstore_DeltaRowgroupsCreated
Columnstore,Segment Cache Hit Ratio,gauge,Columnstore_SegmentCacheHitRatio
Columnstore,Segment Cache Hit Ratio Base,gauge,Columnstore_SegmentCacheHitRatioBase
Columnstore,Segment Reads/Sec,counter,Columnstore_SegmentReads_over_Sec
Columnstore,Total Delete Buffers Migrated,gauge,Columnstore_TotalDeleteBuffersMigrated
Columnstore,Total Merge Policy Evaluations,gauge,Columnstore_TotalMergePolicyEvaluations
Columnstore,Total Rowgroups Compressed,gauge,Columnstore_TotalRowgroupsCompressed
Columnstore,Total Rowgroups Fit For Merge,gauge,Columnstore_TotalRowgroupsFitForMerge
Columnstore,Total Rowgroups Merge Compressed,gauge,Columnstore_TotalRowgroupsMergeCompressed
Columnstore,Total Source Rowgroups Merged,gauge,Columnstore_TotalSourceRowgroupsMerged
Cursor Manager by Type,Active cursors,gauge,CursorManagerbyType_Activecursors
Cursor Manager by Type,Cache Hit Ratio,gauge,CursorManagerbyType_CacheHitRatio
Cursor Manager by Type,Cache Hit Ratio Base,gauge,CursorManagerbyType_CacheHitRatioBase
Cursor Manager by Type,Cached Cursor Counts,gauge,CursorManagerbyType_CachedCursorCounts
Cursor Manager by Type,Cursor Cache Use Counts/sec,counter,CursorManagerbyType_CursorCacheUseCounts_over_sec
Cursor Manager by Type,Cursor memory usage,gauge,CursorManagerbyType_Cursormemoryusage
Cursor Manager by Type,Cursor Requests/sec,counter,CursorManagerbyType_CursorRequests_over_sec
Cursor Manager by Type,Cursor worktable usage,gauge,CursorManagerbyType_Cursorworktableusage
Cursor Manager by Type,Number of active cursor plans,gauge,CursorManagerbyType_Numberofactivecursorplans
Cursor Manager Total,Async population count,gauge,CursorManagerTotal_Asyncpopulationcount
Cursor Manager Total,Cursor conversion rate,gauge,CursorManagerTotal_Cursorconversionrate
Cursor Manager Total,Cursor flushes,gauge,CursorManagerTotal_Cursorflushes
Database Replica,Database Flow Control Delay,gauge,DatabaseReplica_DatabaseFlowControlDelay
Database Replica,Database Flow Controls/sec,counter,DatabaseReplica_DatabaseFlowControls_over_sec
Database Replica,File Bytes Received/sec,counter,DatabaseReplica_FileBytesReceived_over_sec
Database Replica,Group Commit Time,gauge,DatabaseReplica_GroupCommitTime
Database Replica,Group Commits/Sec,counter,DatabaseReplica_GroupCommits_over_Sec
Database Replica,Log Apply Pending Queue,gauge,DatabaseReplica_LogApplyPendingQueue
Database Replica,Log Apply Ready Queue,gauge,DatabaseReplica_LogApplyReadyQueue
Database Replica,Log Bytes Compressed/sec,counter,DatabaseReplica_LogBytesCompressed_over_sec
Database Replica,Log Bytes Decompressed/sec,counter,DatabaseReplica_LogBytesDecompressed_over_sec
Database Replica,Log Bytes Received/sec,counter,DatabaseReplica_LogBytesReceived_over_sec
Database Replica,Log Compression Cache hits/sec,counter,DatabaseReplica_LogCompressionCachehits_over_sec
Database Replica,Log Compression Cache misses/sec,counter,DatabaseReplica_LogCompressionCachemisses_over_sec
Database Replica,Log Compressions/sec,counter,DatabaseReplica_LogCompressions_over_sec
Database Replica,Log Decompressions/sec,counter,DatabaseReplica_LogDecompressions_over_sec
Database Replica,Log remaining for undo,gauge,DatabaseReplica_Logremainingforundo
Database Replica,Log Send Queue,gauge,DatabaseReplica_LogSendQueue
Database Replica,Mirrored Write Transactions/sec,counter,DatabaseReplica_MirroredWriteTransactions_over_sec
Database Replica,Recovery Queue,gauge,DatabaseReplica_RecoveryQueue
Database Replica,Redo blocked/sec,counter,DatabaseReplica_Redoblocked_over_sec
Database Replica,Redo Bytes Remaining,gauge,DatabaseReplica_RedoBytesRemaining
Database Replica,Redone Bytes/sec,counter,DatabaseReplica_RedoneBytes_over_sec
Database Replica,Redones/sec,counter,DatabaseReplica_Redones_over_sec
Database Replica,Total Log requiring undo,gauge,DatabaseReplica_TotalLogrequiringundo
Database Replica,Transaction Delay,gauge,DatabaseReplica_TransactionDelay
Databases,Active Transactions,gauge,Databases_ActiveTransactions
Databases,Avg Dist From EOL/LP Request,gauge,Databases_AvgDistFromEOL_over_LPRequest
Databases,Backup/Restore Throughput/sec,counter,Databases_Backup_over_RestoreThroughput_over_sec
Databases,Bulk Copy Rows/sec,counter,Databases_BulkCopyRows_over_sec
Databases,Bulk Copy Throughput/sec,counter,Databases_BulkCopyThroughput_over_sec
Databases,Commit table entries,gauge,Databases_Committableentries
Databases,Data File(s) Size (KB),gauge,Databases_DataFile_s_Size_KB
Databases,DBCC Logical Scan Bytes/sec,counter,Databases_DBCCLogicalScanBytes_over_sec
Databases,Group Commit Time/sec,counter,Databases_GroupCommitTime_over_sec
Databases,Log Bytes Flushed/sec,counter,Databases_LogBytesFlushed_over_sec
Databases,Log Cache Hit Ratio,gauge,Databases_LogCacheHitRatio
Databases,Log Cache Hit Ratio Base,gauge,Databases_LogCacheHitRatioBase
Databases,Log Cache Reads/sec,counter,Databases_LogCacheReads_over_sec
Databases,Log File(s) Size (KB),gauge,Databases_LogFile_s_Size_KB
Databases,Log File(s) Used Size (KB),gauge,Databases_LogFile_s_UsedSize_KB
Databases,Log Flush Wait Time,gauge,Databases_LogFlushWaitTime
Databases,Log Flush Waits/sec,counter,Databases_LogFlushWaits_over_sec
Databases,Log Flush Write Time (ms),gauge,Databases_LogFlushWriteTime_ms
Databases,Log Flushes/sec,counter,Databases_LogFlushes_over_sec
Databases,Log Growths,gauge,Databases_LogGrowths
Databases,Log Pool Cache Misses/sec,counter,Databases_LogPoolCacheMisses_over_sec
Databases,Log Pool Disk Reads/sec,counter,Databases_LogPoolDiskReads_over_sec
Databases,Log Pool Hash Deletes/sec,counter,Databases_LogPoolHashDeletes_over_sec
Databases,Log Pool Hash Inserts/sec,counter,Databases_LogPoolHashInserts_over_sec
Databases,Log Pool Invalid Hash Entry/sec,counter,Databases_LogPoolInvalidHashEntry_over_sec
Databases,Log Pool Log Scan Pushes/sec,counter,Databases_LogPoolLogScanPushes_over_sec
Databases,Log Pool LogWriter Pushes/sec,counter,Databases_LogPoolLogWriterPushes_over_sec
Databases,Log Pool Push Empty FreePool/sec,counter,Databases_LogPoolPushEmptyFreePool_over_sec
Databases,Log Pool Push Low Memory/sec,counter,Databases_LogPoolPushLowMemory_over_sec
Databases,Log Pool Push No Free Buffer/sec,counter,Databases_LogPoolPushNoFreeBuffer_over_sec
Databases,Log Pool Req. Behind Trunc/sec,counter,Databases_LogPoolReq_BehindTrunc_over_sec
Databases,Log Pool Requests Base,gauge,Databases_LogPoolRequestsBase
Databases,Log Pool Requests Old VLF/sec,counter,Databases_LogPoolRequestsOldVLF_over_sec
Databases,Log Pool Requests/sec,counter,Databases_LogPoolRequests_over_sec
Databases,Log Pool Total Active Log Size,gauge,Databases_LogPoolTotalActiveLogSize
Databases,Log Pool Total Shared Pool Size,gauge,Databases_LogPoolTotalSharedPoolSize
Databases,Log Shrinks,gauge,Databases_LogShrinks
Databases,Log Truncations,gauge,Databases_LogTruncations
Databases,Percent Log Used,gauge,Databases_PercentLogUsed
Databases,Repl. Pending Xacts,gauge,Databases_Repl_PendingXacts
Databases,Repl. Trans. Rate,gauge,Databases_Repl_Trans_Rate
Databases,Shrink Data Movement Bytes/sec,counter,Databases_ShrinkDataMovementBytes_over_sec
Databases,Tracked transactions/sec,counter,Databases_Trackedtransactions_over_sec
Databases,Transactions/sec,counter,Databases_Transactions_over_sec
Databases,Write Transactions/sec,counter,Databases_WriteTransactions_over_sec
Databases,XTP Controller DLC Latency Base,gauge,Databases_XTPControllerDLCLatencyBase
Databases,XTP Controller DLC Latency/Fetch,gauge,Databases_XTPControllerDLCLatency_over_Fetch
Databases,XTP Controller DLC Peak Latency,gauge,Databases_XTPControllerDLCPeakLatency
Databases,XTP Controller Log Processed/sec,counter,Databases_XTPControllerLogProcessed_over_sec
Databases,XTP Memory Used (KB),gauge,Databases_XTPMemoryUsed_KB
Deprecated Features,Usage,gauge,DeprecatedFeatures_Usage
Exec Statistics,Distributed Query,gauge,ExecStatistics_DistributedQuery
Exec Statistics,DTC calls,gauge,ExecStatistics_DTCcalls
Exec Statistics,Extended Procedures,gauge,ExecStatistics_ExtendedProcedures
